gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3089958425	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1007	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.253743	3.360915	0.11	1.0E-6					2005-07-28T07:54:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1007	807_1007		2005-07-28T07:54:00	CC_BY_NC_4_0					2023-01-25T12:51:05.654Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958424	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1006	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.263796	3.352171	0.11	1.0E-6					2005-07-28T07:34:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1006	807_1006		2005-07-28T07:34:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958423	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1008	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.248437	3.357428	0.11	1.0E-6					2005-07-28T08:14:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1008	807_1008		2005-07-28T08:14:00	CC_BY_NC_4_0					2023-01-25T12:51:05.654Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958422	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1003	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.611191	2.151712	0.11	1.0E-6					2007-07-27T17:54:00	27	7	2007	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1003	807_1003		2007-07-27T17:54:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958421	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1004	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.248094	3.330193	0.11	1.0E-6					2005-07-28T07:05:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1004	807_1004		2005-07-28T07:05:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958420	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1005	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.255926	3.343288	0.11	1.0E-6					2005-07-28T07:14:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1005	807_1005		2005-07-28T07:14:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958419	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1001	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.610066	2.13595	0.11	1.0E-6					2007-07-27T17:16:00	27	7	2007	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1001	807_1001		2007-07-27T17:16:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958418	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_832	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.472163	0.636805	0.11	1.0E-6					2006-07-22T19:38:00	22	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_832	807_832		2006-07-22T19:38:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958417	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1002	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.610226	2.146018	0.11	1.0E-6					2007-07-27T17:35:00	27	7	2007	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1002	807_1002		2007-07-27T17:35:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958416	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1009	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.23707	3.357428	0.11	1.0E-6					2005-07-28T08:34:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1009	807_1009		2005-07-28T08:34:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958415	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_831	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.470978	0.666958	0.11	1.0E-6					2006-07-22T19:18:00	22	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_831	807_831		2006-07-22T19:18:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958414	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1010	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.232129	3.373232	0.11	1.0E-6					2005-07-28T08:54:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1010	807_1010		2005-07-28T08:54:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958413	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_838	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.278776	1.007808	0.11	1.0E-6					2006-07-23T12:04:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_838	807_838		2006-07-23T12:04:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958412	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_830	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.467416	0.683282	0.11	1.0E-6					2006-07-22T18:59:00	22	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_830	807_830		2006-07-22T18:59:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958411	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1011	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.230756	3.370786	0.11	1.0E-6					2005-07-28T09:14:00	28	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1011	807_1011		2005-07-28T09:14:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958410	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_839	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.279098	1.00636	0.11	1.0E-6					2006-07-23T12:24:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_839	807_839		2006-07-23T12:24:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958409	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_837	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.281045	1.007282	0.11	1.0E-6					2006-07-23T11:44:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_837	807_837		2006-07-23T11:44:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958408	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_836	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.270032	0.995051	0.11	1.0E-6					2006-07-23T11:24:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_836	807_836		2006-07-23T11:24:00	CC_BY_NC_4_0					2023-01-25T12:51:05.653Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958407	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_835	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.273073	0.977488	0.11	1.0E-6					2006-07-23T11:08:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_835	807_835		2006-07-23T11:08:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958406	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_600	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	39.002752	3.000421	0.11	1.0E-6					2005-07-20T12:46:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_600	807_600		2005-07-20T12:46:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958405	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_834	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.28568	0.949835	0.11	1.0E-6					2006-07-23T10:48:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_834	807_834		2006-07-23T10:48:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958404	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_833	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.468601	0.627095	0.11	1.0E-6					2006-07-22T19:58:00	22	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_833	807_833		2006-07-22T19:58:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958403	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_842	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.237883	0.997857	0.11	1.0E-6					2006-07-23T13:24:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_842	807_842		2006-07-23T13:24:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958402	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_601	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.99219	2.995598	0.11	1.0E-6					2005-07-20T13:06:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_601	807_601		2005-07-20T13:06:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958401	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_841	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.255918	0.996339	0.11	1.0E-6					2006-07-23T13:04:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_841	807_841		2006-07-23T13:04:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958400	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_843	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.229434	0.992407	0.11	1.0E-6					2006-07-23T13:45:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_843	807_843		2006-07-23T13:45:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958399	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_608	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.968028	2.942383	0.11	1.0E-6					2005-07-20T15:26:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_608	807_608		2005-07-20T15:26:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958398	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_840	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.272414	1.006048	0.11	1.0E-6					2006-07-23T12:44:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_840	807_840		2006-07-23T12:44:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958397	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_1000	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.602512	2.131585	0.11	1.0E-6					2007-07-27T16:58:00	27	7	2007	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_1000	807_1000		2007-07-27T16:58:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958396	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_609	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.957214	2.937974	0.11	1.0E-6					2005-07-20T15:46:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_609	807_609		2005-07-20T15:46:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958395	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_607	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.97225	2.929375	0.11	1.0E-6					2005-07-20T15:06:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_607	807_607		2005-07-20T15:06:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958394	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_849	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.160973	0.981324	0.11	1.0E-6					2006-07-23T15:45:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_849	807_849		2006-07-23T15:45:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958393	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_606	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.983918	2.943333	0.11	1.0E-6					2005-07-20T14:46:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_606	807_606		2005-07-20T14:46:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958392	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_848	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.173043	0.977536	0.11	1.0E-6					2006-07-23T15:25:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_848	807_848		2006-07-23T15:25:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958391	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_847	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.194056	0.980439	0.11	1.0E-6					2006-07-23T15:05:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_847	807_847		2006-07-23T15:05:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958390	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_604	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.973275	2.973685	0.11	1.0E-6					2005-07-20T14:06:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_604	807_604		2005-07-20T14:06:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958389	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_605	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.970346	2.965005	0.11	1.0E-6					2005-07-20T14:26:00	20	7	2005	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_605	807_605		2005-07-20T14:26:00	CC_BY_NC_4_0					2023-01-25T12:51:05.652Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3089958388	fb390f93-aacc-48be-b2fc-8f2b1d9c72b9	807_846	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter macrocephalus		SPECIES	Physeter macrocephalus Linnaeus, 1758	Physeter macrocephalus	Linnaeus, 1758	ES			PRESENT	2	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	38.201641	0.991468	0.11	1.0E-6					2006-07-23T14:45:00	23	7	2006	8123917	8123917	HUMAN_OBSERVATION	SMRU	807	807_846	807_846		2006-07-23T14:45:00	CC_BY_NC_4_0					2023-01-25T12:51:05.651Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
